conference,year,session name,paper title,DOI,author list,abstract
CUI,2024,Paper session 3: AI and automation,Towards Interactive Guidance for Writing Training Utterances for Conversational Agents,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Towards+Interactive+Guidance+for+Writing+Training+Utterances+for+Conversational+Agents,"David Piorkowski, Rachel Ostrand, Kristina Brimijoin, Jessica He, Erica Albert, Stephanie Houde","Improving conversational agents that are trained with supervised learning requires iteratively refining example intent training utterances based on chat log data. The difficulty of this process hinges on the quality of the initial example utterances used to train the intent before it was first deployed. Creating new intents from scratch, when conversation logs are not yet available, has many challenges. We interviewed experienced conversational agent intent trainers to better understand challenges they face when creating new intents, and their best practices for writing high quality training utterances. Using these findings and related literature, we developed an intent training tool that provided interactive guidance via either language feedback or sample utterances. Language feedback notified the user when training utterances could be linguistically improved, while sample utterances were crowdsourced and provided examples of end user language prior to deploying an intent. We compared these two types of guidance in a 187-participant between-subject study. We found that participants in the language feedback condition reported limited creativity and higher mental load and spent more time on the task, but were more thoughtful in crafting utterances that adhered to best practices. In contrast, sample utterance participants leveraged the samples to either quickly select examples or use them as a springboard to develop new utterance ideas. We report on differences in user experience in the strategies that participants took and preferences for or against the different types of guidance."
CUI,2024,Demos + Posters + Provocations,Our Dialogue System Sucks - but Luckily we are at the Top of the Leaderboard! A Discussion on Current Practices in NLP Evaluation,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Our+Dialogue+System+Sucks+-+but+Luckily+we+are+at+the+Top+of+the+Leaderboard%21+A+Discussion+on+Current+Practices+in+NLP+Evaluation,"Anouck Braggaar, Linwei He, Jan de Wit","Currently, leaderboards are often used to evaluate natural language processing (NLP) systems and in particular large language models. In this paper we argue why we should step away from leaderboards and follow a more inclusive approach both in developing as well as in evaluating models. The focus of evaluation should be on the complete context in which the system operates. To accomplish this, researchers should take an inclusive approach and take note of developments in multiple scientific fields (from NLP to communication science)."
CUI,2024,Paper session 4: UX,Beyond Functionality: Unveiling Dimensions of User Experience in Embodied Conversational Agents for Customer Service,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Beyond+Functionality%3A+Unveiling+Dimensions+of+User+Experience+in+Embodied+Conversational+Agents+for+Customer+Service,"Li Lin, Xuan Du, Mengdi Tang, Jian Gao, Shouyu Wang","Embodied Conversational Agents (ECAs) are increasingly being deployed in the customer service field. However, their user experience post-adoption remains under-researched. Through interviews with customer service practitioners and review of existing ECA research, we identified eighteen key items of ECA experience. Based on these items, we conducted a survey among users who have interacted with ECAs. Utilizing exploratory factor analysis and confirmatory factor analysis, we developed a five-dimension model: trustworthy, approachable, humanized, engaging, and supportive experiences. We found that the evaluation of experience importance varied according to users' educational backgrounds and annual incomes. Users with higher education and income levels exhibited higher expectation for trustworthy experience. Additionally, our research suggests that the design features of ECAs contribute distinctively to these five user experience dimensions. These insights provide novel directions for adopting a user-centered design approach to improve ECA interactions."
CUI,2024,Demos + Posters + Provocations,Affirma: A Voice Technology for Enhancing Subjective Well-Being through Routine Self-Affirmation and Savoring Interactions,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Affirma%3A+A+Voice+Technology+for+Enhancing+Subjective+Well-Being+through+Routine+Self-Affirmation+and+Savoring+Interactions,"Kimi Wenzel, Yiyao Wang, Yutong Chen, Sarina Zoie Vij, Jiayi Wang, Yujin Lee, Geoff Kaufman","Everyday psychological threats --- from worrying about your coworker to stressing over one's academic performance --- impact people from all walks of life. Practices to disarm these threats, however, have been adopted by few. Furthermore, validated practices are often cumbersome to deploy and/or lack the personalization necessary to make them effective. We introduce Affirma, a voice-based application designed based on empirically validated psychological principles. Affirma is designed to integrate self-affirmation, savoring, and gratitude into brief interactions with users. V1 is built upon Amazon Alexa and GPT-4 to offer dynamic, personalized support. During onboarding, users identify their values using pre-validated psychometrics. Then, at a personalized frequency, users will engage in morning and evening reflections based on these values. In this poster, we describe the theoretical and technical underpinnings behind Affirma's design and outline future studies and considerations. Affirma lays the groundwork for a new wave of voice-based well-being tools."
CUI,2024,Demos + Posters + Provocations,Exploring Lexical Alignment in a Price Bargain Chatbot,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Exploring+Lexical+Alignment+in+a+Price+Bargain+Chatbot,"Zhenqi Zhao, Mariët Theune, Sumit Srivastava, Daniel Braun","This study investigates the integration of lexical alignment into text-based negotiation chatbots, including its impact on user satisfaction, perceived trustworthiness, and potential influences on negotiation results. Lexical alignment is the phenomenon where participants in a conversation adopt similar words. This study introduces a chatbot architecture for price negotiation, consisting of components such as intent and price/product extractors, dialogue management, and response generation using OpenAI's API, with a lexical alignment feature. To evaluate the effects of lexical alignment on negotiation outcomes and the user's perception of the chatbot, a between-subject user experiment was conducted online. A total of 52 individuals participated. While the results do not show statistical significance, they suggest that lexical alignment might positively influence user satisfaction. This finding indicates a potential direction for enhancing user interaction with chatbots in the future."
CUI,2024,Demos + Posters + Provocations,MAI - A Proactive Speech Agent for Metacognitive Mediation in Collaborative Learning,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=MAI+-+A+Proactive+Speech+Agent+for+Metacognitive+Mediation+in+Collaborative+Learning,"Justin Edwards, Andy Nguyen, Marta Sobocinski, Joni Lämsä, Adelson de Araujo, Belle Dang, Ridwan Whitehead, Anni-Sofia Roberts, Matti Kaarlela, Sanna Jarvela","We introduce MAI - a proactive speech agent aimed at enhancing metacognitive awareness among learners in collaborative learning settings. Background is presented around Socially Shared Regulation of Learning and the role of metacognition in learning. Next, the design of the rules that MAI uses to prompt learners and mediate metacognition are introduced. We describe the conditions in which MAI has been piloted thus far, including as a Wizard of Oz prototype and as a fully functional prototype using natural language processing. We discuss the ethical considerations that went into the prototyping and testing of MAI. Finally, we describe our next steps for understanding the interactions learners had with MAI already, planned design changes, and the future of testing the agent."
CUI,2024,Paper session 5: Beyond semantics,Chatbots With Attitude: Enhancing Chatbot Interactions Through Dynamic Personality Infusion,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Chatbots+With+Attitude%3A+Enhancing+Chatbot+Interactions+Through+Dynamic+Personality+Infusion,"Nikola Kovacevic, Tobias Boschung, Christian Holz, Markus Gross, Rafael Wampfler","Equipping chatbots with personality has the potential of transforming user interactions from mere transactions to engaging conversations, enhancing user satisfaction and experience. In this work, we introduce dynamic personality infusion, a novel intermediate stage between the chatbot and the user that adjusts the chatbot's response using a dedicated chatbot personality model and GPT-4 without altering the chatbot's semantic capabilities. To test the effectiveness of our method, we first collected human-chatbot conversations from 33 participants while they interacted with three LLM-based chatbots (GPT-3.5, Llama-2 13B, and Mistral 7B). Then, we conducted an online rating survey with 725 participants on the collected conversations. We analyze the impact of the personality infusion on the perceived trustworthiness of the chatbots and the suitability of different personality profiles for real-world chatbot use cases. Our work paves the way for dynamic, personalized chatbots, enhancing user trust and real-world applicability."
CUI,2024,Demos + Posters + Provocations,SUStory: Usability Evaluation of Conversational Interfaces for Children with a Narrative on a Game Board,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=SUStory%3A+Usability+Evaluation+of+Conversational+Interfaces+for+Children+with+a+Narrative+on+a+Game+Board,"Shanshan Chen, Panos Markopoulos, Jun Hu","The increasing application of conversational agents as assistants and playmates for children brings about the need for evaluation methods tailored for children. The System Usability Scale (SUS) for kids is a well-established instrument for measuring subjective aspects of the usability for children. However, using the scale for children presents difficulties relating to children’s concentration and the biases observed when they respond to questionnaires. To make the questionnaire completion enjoyable for children and improve their engagement with the questionnaire, we rendered the adaptation of SUS for children in a game-board format. This paper motivates the presentation of the questionnaire in this way and discusses the use of this instrument in a case study with 35 children aged eight to twelve. We argue that this presentation helped engage with children and there was little evidence of extreme response bias. We conclude that this board format is a more appropriate way to present the SUS questionnaires to children in usability tests, which may also apply to different surveys including rating scales."
CUI,2024,Paper session 6: When things go wrong,Identifying Breakdowns in Conversational Recommender Systems using User Simulation,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Identifying+Breakdowns+in+Conversational+Recommender+Systems+using+User+Simulation,"Nolwenn Bernard, Krisztian Balog","We present a methodology to systematically test conversational recommender systems with regards to conversational breakdowns. It involves examining conversations generated between the system and simulated users for a set of pre-defined breakdown types, extracting responsible conversational paths, and characterizing them in terms of the underlying dialogue intents.  User simulation offers the advantages of simplicity, cost-effectiveness, and time efficiency for obtaining conversations where potential breakdowns can be identified. The proposed methodology can be used as diagnostic tool as well as a development tool to improve conversational recommendation systems. We apply our methodology in a case study with an existing conversational recommender system and user simulator, demonstrating that with just a few iterations, we can make the system more robust to conversational breakdowns."
CUI,2024,Paper session 2: Interaction design,Using Speech Agents for Mood Logging within Blended Mental Healthcare: Mental Healthcare Practitioners' Perspectives,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C10&q=Using+Speech+Agents+for+Mood+Logging+within+Blended+Mental+Healthcare%3A+Mental+Healthcare+Practitioners%27+Perspectives,"Orla Cooney, Kevin Doherty, Marguerite Barry, David Coyle, Gavin Doherty, Benjamin R. Cowan","Mood logging, where people track mood-related data, is commonly used to support mental healthcare. Speech agents could prove beneficial in supporting mood logging for clients. Yet we know little about how Mental Healthcare Practitioners (MHPs) view speech as a tool to support current care practices. Through a thematic analysis of semi-structured interviews with 15 MHPs, we show that MHPs see opportunities in the convenience, and the data richness that speech agents could afford. However, MHPs also saw this richness as noisy, with using speech potentially diminishing a client's focus on mood logging as an activity. MHPs were wary of overusing AI-based tools, expressing concerns around data ownership, access and privacy. We discuss the role of speech agents within blended care, outlining key considerations when using speech for mood logging in a blended mental healthcare context."
