conference,year,session name,paper title,DOI,author list,abstract
VRST,2021,Paper 5 Sensing Devices and Haptics,RotoWrist: Continuous Infrared Wrist Angle Tracking using a Wristband,https://doi.org/10.1145/3489849.3489886,"Farshid Salemi Parizi, Wolf Kienzle, Eric Whitmire, Aakar Gupta, Hrvoje Benko","We introduce RotoWrist, an infrared (IR) light-based solution for continuously and reliably tracking the 2-degree-of-freedom (DoF) relative angle of the wrist with respect to the forearm using a wristband. The tracking system consists of eight time-of-flight (ToF) IR light modules distributed around a wristband. We developed a computationally simple tracking approach to reconstruct the orientation of the wrist without any runtime training, ensuring user and session independence. An evaluation study demonstrated that RotoWrist achieves a cross-user median tracking error of 5.9° in flexion/extension and 6.8° in radial and ulnar deviation with no calibration required as measured with optical ground truth. We further demonstrate the performance of RotoWrist for a pointing task and compare it against ground truth tracking."
VRST,2021,Paper 7 Input Methods,Pressing a Button You Cannot See: Evaluating Visual Designs to Assist Persons with Low Vision through Augmented Reality,https://doi.org/10.1145/3489849.3489873,"Florian Lang, Tonja-Katrin Machulla","Partial vision loss occurs in several medical conditions and affects persons of all ages.  It compromises many daily activities, such as reading, cutting vegetables, or identifying and accurately pressing buttons, e.g., on ticket machines or ATMs.  Touchscreen interfaces pose a particular challenge because they lack haptic feedback from interface elements and often require people with impaired vision to rely on others for help. We propose a smartglasses-based solution to utilize the user's residual vision.  Together with visually-impaired individuals, we designed assistive augmentations for touchscreen interfaces and evaluated their suitability to guide attention towards interface elements and to increase the accuracy of manual inputs. We show that augmentations improve interaction performance and decrease cognitive load, particularly for unfamiliar interface layouts. "
VRST,2021,Paper 4 Interaction Design,Image-Based Texture Styling for Motion Effect Rendering,https://doi.org/10.1145/3489849.3489854,"Beomsu Lim, Sangyoon Han, Seungmoon Choi","A motion platform provides the vestibular stimuli that elicit the sensations of self-motion and thereby improves the immersiveness. A representative example is 4D Ride, which presents a video of POV shots and motion effects synchronized with the camera motion in the video. Previous research efforts resulted in a few automatic motion effect synthesis algorithms for POV shots. Although effective in generating gross motion effects, they do not consider fine features on the ground, such as a rough or bumpy road. In this paper, we propose an algorithm for styling the gross motion effects using a texture image. Our algorithm transforms a texture image into a high-frequency style motion and merges it with the original motion while respecting both perceptual and device constraints. A user study demonstrated that texture styling can increase immersiveness, realism, and harmony."
VRST,2021,Paper 5 Sensing Devices and Haptics,PAIR: Phone as an Augmented Immersive Reality Controller,https://doi.org/10.1145/3489849.3489878,"A. Ege Unlu, Robert Xiao","Immersive head-mounted augmented reality allows users to overlay 3D digital content on a user's view of physical reality. Current-generation devices primarily support interaction modalities such as gesture, gaze and voice, which are readily available to most users yet lack precision and tactility, rendering them fatiguing for extended interactions. We propose using smartphones, which are also readily available, as companion devices complementing existing AR interaction modalities. We leverage user familiarity with smartphone interactions, coupled with their support for precise, tactile touch input, to unlock a broad range of interaction techniques. For instance, by combining the phone's spatial position and orientation, touch input and high-resolution screen, the ordinary smartphone can be turned into an interior design palette, touch-enabled catapult or AR-rendered sword. We describe a prototype implementation of our interaction techniques using an off-the-shelf AR headset and smartphone, demonstrate enabled applications, and report on the results of a positional accuracy study."
VRST,2021,Paper 4 Interaction Design,InteractML: Making machine learning accessible for creative practitioners working with movement interaction in immersive media,https://doi.org/10.1145/3489849.3489879,"Clarice Hilton, Nicola Plant, Carlos González Díaz, Phoenix Perry, Ruth Gibson, Bruno Martelli, Michael Zbyszynski, Rebecca Fiebrink, Marco Gillies","Interactive Machine Learning offers a method for designing movement interaction that supports creators in implementing even complex movement designs in their immersive applications by simply performing them with their bodies. We introduce a new tool, InteractML, and an accompanying ideation method, which makes movement interaction design faster, adaptable and accessible to creators of varying experience and backgrounds, such as artists, dancers and independent game developers. The tool is specifically tailored to non-experts as creators configure and train machine learning models via a node-based graph and VR interface, requiring minimal programming. We aim to democratise machine learning for movement interaction to be used in the development of a range of creative and immersive applications. "
VRST,2021,Paper 3 Applications,The Effect of Increased Body Motion in Virtual Reality on a Placement-Retrieval Task,https://doi.org/10.1145/3489849.3489888,"Thibault Friedrich, Arnaud Prouzeau, Michael McGuffin","Previous work has shown that increased effort and use of one's body can improve memory. When positioning windows inside a virtual reality, does the use of a larger volume, and using one's legs to move around, improve ability to later find the windows? The results of our experiment indicate there can be a modest benefit for spatial memory and retrieval time, but at the cost of increased time spent initially positioning the windows. "
VRST,2021,Paper 7 Input Methods,"Actions, not gestures: contextualising embodied controller interactions in immersive virtual reality",https://doi.org/10.1145/3489849.3489892,"Jack Ratcliffe, Nick Ballou, Laurissa Tokarchuk","Modern immersive virtual reality (IVR) often uses embodied controllers for interacting with virtual objects. It is not clear, however, how we should conceptualise these interactions - as gestures or actions. These interactions could be categorised as either gestures, as there is no interaction with a physical object, or as actions, as the experience is convincing enough to cognitively substitute for a physical world action. This distinction is important, as in the physical world, literature has shown that sensorimotor-based learning produces distinct cognitive outcomes depending on whether an experience uses an action (stronger memorisation) or a gesture (more generalizable learning). This study attempts to understand whether sensorimotor-embodied controller interactions in IVR can cognitively be considered as actions or gestures. It does this by comparing verb-learning outcomes between two conditions: (1) where participants move the controllers without touching virtual objects (gesture condition); and (2) where participants move the controllers and manipulate virtual objects (action condition). We found that (1) users can have cognitively distinct outcomes in IVR based on whether the interactions are actions or gestures, with actions providing stronger memorisation outcomes; and (2) embodied controller actions in IVR behave more similarly to actions in the physical-world than gestures in terms of verb memorization benefits."
VRST,2021,Paper 6 Perception,Perceived realism of pedestrian crowds trajectories in VR,https://doi.org/10.1145/3489849.3489860,"Daniele Giunchi, Riccardo Bovo, Panayiotis Charalambous, Fotis Liarokapis, Alastair Shipman, Stuart James, Anthony Steed, Thomas Heinis","Crowd simulation algorithms play an essential role in populating Virtual Reality (VR) environments (such as urban environments) with several autonomous humanoid agents.  Perceptually plausible trajectories with a low computational cost are significant, especially in untethered and mobile devices, like for example portable VR devices.  Previous research explores the plausibility and realism of the VR environment on desktop computers but fail to account for the effect of immersion. Unlike desktop simulations, VR simulations use stereography and head tracking to give a sense of complete immersion in the VR environment to users. This study explores how immersion affects the perceived realism of crowds' trajectories. We do so by running a psychophysical experiment in which participants rate the realism of real/synthetic trajectories data. Results show that trajectories from real data and synthetic rectilinear constant speed trajectories achieve the same level of perceived realism."
VRST,2021,Paper 5 Sensing Devices and Haptics,TangibleData: Interactive Data Visualization with Mid-Air Haptics,https://doi.org/10.1145/3489849.3489890,"Ayush Bhardwaj, Junghoon Chae, Richard Huynh Noeske, Jin Ryong Kim","In this paper, we present an interactive 3D data visualization framework called TangibleData. TangibleData adapts hand gestures and mid-air haptics to provide tangible interaction in VR using ultrasound haptic feedback on 3D data visualization. We consider various 3D visualization data sets and provide different data encoding methods for haptic representations. Two user experiments are conducted to evaluate the effectiveness of TangibleData. The first experiment results show that adding a mid-air haptic modality can be beneficial regardless of noise conditions and useful for handling occlusion or discerning density and volume information. The second experiment results further show the strengths and weaknesses of direct touch and indirect touch modes. Our findings can shed light on designing and implementing a tangible interaction on 3D data visualization with mid-air haptic feedback."
VRST,2021,Paper 3 Applications,Towards Context-aware Automatic Haptic Effect Generation for Home Theatre Environments,https://doi.org/10.1145/3489849.3489887,"Yaxuan Li, Yongjae Yoo, Antoine Weill-Duflos, Jeremy Cooperstock","The application of haptic technology in entertainment systems, such as Virtual Reality and 4D cinema, enables novel experiences for users and drives the demand for efficient haptic authoring systems. Here, we propose an automatic multimodal vibrotactile content creation pipeline that substantially improves the overall hapto-audiovisual (HAV) experience based on contextual audio and visual content from movies. Our algorithm is implemented on a low-cost system with nine actuators attached to a viewing chair and extracts significant features from video files to generate corresponding haptic stimuli. We implemented this pipeline and used the resulting system in a user study (n=16), quantifying user experience according to the sense of immersion, preference, harmony, and discomfort. The results indicate that the haptic patterns generated by our algorithm complement the movie content and provide an immersive and enjoyable HAV user experience. This further suggests that the pipeline can facilitate the efficient creation of 4D effects and could therefore be applied to improve the viewing experience in home theater environments."
VRST,2021,Paper 2 Visualization,Spatial Augmented Reality Visibility and Line-of-Sight Cues for Building Design,https://doi.org/10.1145/3489849.3489868,"James A Walsh, James Baumeister, Bruce H Thomas","Despite the technological advances in building design, visualizing 3D building layouts can be especially difficult for novice and expert users alike, who must take into account design constraints including line-of-sight and visibility. Using CADwalk, a commercial building design tool that utilizes floor-facing projectors to show 1:1 scale building plans, this work presents and evaluates two floor-based visual cues for assisting with evaluating line-of-sight and visibility. Additionally, we examine the impact of using virtual cameras looking from the inside-out (from user's location to objects of interest) and outside-in (looking from an object of interest's location back towards the user). Results show that floor-based cues led to participants more correctly rating visibility, despite taking longer to complete the task. This is an effective trade-off, given the final outcome (the building design) where accuracy is paramount."
VRST,2021,Paper 2 Visualization,Investigating the Effect of Sensor Data Visualization Variances in Virtual Reality,https://doi.org/10.1145/3489849.3489877,"Thanh Long Vu, Dinh Tung Le, Dac Dang Khoa Nguyen, Sheila Sutjipto, Gavin Paul","This paper investigates the effect that variances in real-time sensor data, such as resolution, compression and frame-rate, have on humans performing straightforward assembly tasks in a Virtual Reality-based (VR-based) training system. A VR-based training system has been developed that transfers RGB and depth image and constructs colored point clouds data to represent objects in front of a participant. Various parameters that affect sensor data acquisition and visualization of remotely operated robots in the real-world are varied, and the associated task performance is observed. Experimental results conducted by 12 participants performing a cumulative total of 95 VR-guided puzzle assembly tasks showed that a combination of low resolution and uncolored points has the most significant effect on participants' performance, where an increase in both stress and time was observed. Participants mentioned that they needed to rely upon tactile feedback when the pure perceptual feedback was unhelpful. The most insignificant parameter was found to be the resolution of the image and point cloud, which, when varied within the experimental bounds, only resulted in a 5% average change in completion time. Participants also indicated in surveys that they felt their performance had improved, and frustration was reduced when given the color data compared to when they received a point cloud without the true color applied."
VRST,2021,Paper 2 Visualization,ImNDT: Immersive Workspace for the Analysis of Multidimensional Material Data From Non-Destructive Testing,https://doi.org/10.1145/3489849.3489851,"Alexander Gall, Eduard Gröller, Christoph Heinzl","An analysis of large multidimensional volumetric data as generated by non-destructive testing (NDT) techniques, e.g., X-ray computed tomography (XCT), can hardly be evaluated using standard 2D visualization techniques on desktop monitors. The analysis of fiber-reinforced polymers (FRPs) is currently a time-consuming and cognitively demanding task, as FRPs have a complex spatial structure, consisting of several hundred thousand fibers, each having more than twenty different extracted features. This paper presents ImNDT, a novel visualization system, which offers material experts an immersive exploration of multidimensional secondary data of FRPs. Our system is based on a virtual reality (VR) head-mounted device (HMD) to enable fluid and natural explorations through embodied navigation, the avoidance of menus, and manual mode switching. We developed immersive visualization and interaction methods tailored to the characterization of FRPs, such as a Model in Miniature, a similarity network, and a histo-book. An evaluation of our techniques with domain experts showed advantages in discovering structural patterns and similarities. Especially novices can benefit strongly from our intuitive representation and spatial rendering."
