conference,year,session name,paper title,DOI,author list,abstract
UIST,2025,4. Creating Textiles,Using an Array of Needles to Create Solid Knitted Shapes,doi.org/10.1145/3746059.3747759,"Francois Guimbretiere, Victor F Guimbretiere, Amritansh Kwatra, Scott E Hudson","Textiles offer many advantages as a fabrication material, particularly when viewed from the perspective of human use. Until recently most textile fabrication processes were limited to the creation of surface-based forms. Prior work on Solid Knitting demonstrated that it is possible to create some solid knitted forms. We present a different machine design using a 2D bed of knitting needles to fabricate additional solid knitted forms. This approach provides substantially more flexibility on how to structure stitches as yarn paths inside a volume.  We describe a small prototype 6x6 needle machine, and demonstrate that it can create traditional knits, horizontal knits (knitted in the plane of the needles), and solid knits, including overhangs, and pyramidal forms. We conclude by considering future directions and the current limitation of this proof-of-concept design and how it holds the promise of creating knitted objects with engineered stiffness, elasticity, and density properties throughout their volume.  "
UIST,2025,2. Interacting in the Real World,Squiggle: Multimodal Lasso Selection in the Real World,doi.org/10.1145/3746059.3747684,"Jacqui Fashimpaur, Tovi Grossman, Ben Lafreniere, Naveen Sendhilnathan, Kashyap Todi, Tianyi Wang, Ting Zhang, Tanya R. Jonker","Smart glasses devices are emerging with egocentric cameras and gaze tracking, raising the possibility of new interaction techniques that enable users to reference real-world objects they wish to digitally interact with. However, many of these devices lack a display, making precise object referencing difficult due to the lack of continuous visual feedback. We introduce Squiggle, an interaction technique that enables users to reference real-world objects without continuous feedback by drawing an invisible loop or ""lasso"" with an imagined ray-cast pointer. Through a virtual reality data collection, we observed that this gesture can elicit useful gaze behavior in addition to providing drawing input itself. Based on these results we implemented and evaluated a real-world prototype of Squiggle, demonstrating that it can improve accuracy of object referencing over Gaze + Pinch alone, particularly for selecting compound objects and groups."
UIST,2025,1. XR Proprioception,VR Side-Effects: Memory & Proprioceptive Discrepancies After Leaving Virtual Reality ,doi.org/10.1145/3746059.3747596,"Antonin Cheymol, Pedro Lopes","Our brain’s plasticity rapidly adapts our senses in VR, a phenomenon leveraged by techniques such as redirected-walking, hand-redirection, etc. However, while most of HCI is interested in how users adapt to VR, we turn our attention to how users need to adapt their senses when returning to the real-world. We report cases where, even after leaving VR, users experience unintended, lingering side-effects: distortions in proprioception or memory that may pose safety or usability risks. To investigate, we conducted two studies examining (1) proprioceptive side-effects from altered hand movements (retargeting), and (2) memory distortions arising from spatial mismatches between the virtual and real-world locations of the same object. We found that, after leaving VR, (1) participants’ hands remained redirected by up to 7 cm, indicating residual proprioceptive distortion; and (2) participants incorrectly recalled the virtual location of objects rather than their actual real-world locations (e.g., remembering the location of a VR-extinguisher, even when trying to recall the real one). Finally, we discuss the implications of these findings for VR and propose a call-to-action for a deeper study of these side-effects within HCI. "
UIST,2025,4. Visual Impairment,CoSight: Exploring Viewer Contributions to Online Video Accessibility Through Descriptive Commenting,doi.org/10.1145/3746059.3747747,"Ruolin Wang, Xingyu Bruce Liu, Biao Wang, Wayne Zhang, Ziqian Liao, Ziwen Li, Amy Pavel, Xiang 'Anthony' Chen","The rapid growth of online video content has outpaced efforts to make visual information accessible to blind and low vision (BLV) audiences. While professional Audio Description (AD) remains the gold standard, it is costly and difficult to scale across the vast volume of online media. In this work, we explore a complementary approach to broaden participation in video accessibility: engaging everyday video viewers at their watching and commenting time. We introduce CoSight, a Chrome extension that augments YouTube with lightweight, in-situ nudges to support descriptive commenting. Drawing from Fogg’s Behavior Model, CoSight provides visual indicators of accessibility gaps, pop-up hints for what to describe, reminders to clarify vague comments, and related captions and comments as references. In an exploratory study with 48 sighted users, CoSight helped integrate accessibility contribution into natural viewing and commenting practices, resulting in 89% of comments including grounded visual descriptions. Follow-up interviews with four BLV viewers and four professional AD writers suggest that while such comments do not match the rigor of professional AD, they can offer complementary value by conveying visual context and emotional nuance for understanding the videos."
UIST,2025,3. Accommodating User Preferences,AttentionAR: AR Adaptation and Warning for Real-World Safety via Attention Modeling and MLLM Reasoning,doi.org/10.1145/3746059.3747674,"Yunqiang Pei, RenMing Huang, Mingfeng Zha, Guoqing Wang, Peng Wang, Qiao Kang, Yang Yang, Heng Tao Shen","Augmented Reality is rapidly transforming everyday experiences, yet its deployment in dynamic, real-world settings often undermines user safety and situational awareness. Existing AR interfaces typically employ static designs that fail to adapt to fluctuating environmental conditions and shifts in user attention. In this paper, we introduce AttentionAR, a proof-of-concept system whose primary contribution is the novel integration of real-time attention monitoring with contextual hazard assessment to dynamically adjust AR overlays. Our approach comprises three complementary modules: an Attention Awareness module that processes physiological and behavioral signals to distinguish between internal and external attention; a Scene Awareness module that leverages multi-frame image analysis and chain-of-thought reasoning via multimodal language models to evaluate risks; and an AR Adaptation and Warning module that modulates interface transparency and delivers timely alerts. Our user study provides initial evidence that this integrated approach can enhance situational awareness and mitigate distraction-related risks compared to static interfaces. We conclude by discussing the implications of our findings, including the challenges of model generalizability that highlight a critical need for personalization, positioning AttentionAR as a foundational step toward more robust, attention-aware safety systems."
UIST,2025,4. Supporting Communication,RhythmTA: A Visual-Aided Interactive System for ESL Rhythm Training via Dubbing Practice,doi.org/10.1145/3746059.3747613,"Chang Chen, Sicheng Song, Shuchang Xu, Zhicheng Li, Huamin Qu, Yanna Lin","English speech rhythm, the temporal patterns of stressed syllables, is essential for English as a second language (ESL) learners to produce natural-sounding and comprehensible speech. Rhythm training is generally based on imitation of native speech. However, it relies heavily on external instructor feedback, preventing ESL learners from independent practice. To address this gap, we present RhythmTA, an interactive system for ESL learners to practice speech rhythm independently via dubbing, an imitation-based approach. The system automatically extracts rhythm from any English speech and introduces novel visual designs to support three stages of dubbing practice: (1) Synchronized listening with visual aids to enhance perception, (2) Guided repeating by visual cues for self-adjustment, and (3) Comparative reflection from a parallel view for self-monitoring. Our design is informed by a formative study with nine spoken English instructors, which identified current practices and challenges. A user study with twelve ESL learners demonstrates that RhythmTA effectively enhances learners’ rhythm perception and shows significant potential for improving rhythm production."
UIST,2025,"4. Searching, Classifying and Understanding Data",Rethinking Dataset Discovery with DataScout,doi.org/10.1145/3746059.3747727,"Rachel Lin, Bhavya Chopra, Wenjing Lin, Shreya Shankar, Madelon Hulsebos, Aditya Parameswaran","Dataset Search---the process of finding appropriate datasets for a given task---remains a critical yet under-explored challenge in data science workflows. Assessing dataset suitability for a task (e.g., training a classification model) is a multi-pronged affair that involves understanding: data characteristics (e.g. granularity, attributes, size), semantics (e.g., data semantics, creation goals), and relevance to the task at hand. Present-day dataset search interfaces are restrictive---users struggle to convey implicit preferences and lack visibility into the search space and result inclusion criteria---making query iteration challenging. To bridge these gaps, we introduce DataScout to proactively steer users through the process of dataset discovery via---(i) AI-assisted query reformulations informed by the underlying search space, (ii) semantic search and filtering based on dataset content, including attributes (columns) and granularity (rows), and (iii) dataset relevance indicators, generated dynamically based on the user-specified task. A within-subjects study with 12 participants comparing DataScout to keyword and semantic dataset search reveals that users uniquely employ DataScout's features not only for structured explorations, but also to glean feedback on their search queries and build conceptual models of the search space."
UIST,2025,1. Textile Design and Fabrication,Touch-n-Curl: Designing and Constructing Skeletal Form through 3D Printing Flattened Zipper Assembly,doi.org/10.1145/3746059.3747620,"Deying Pan, Fanqi Zhou, Yitao Fan, Tianshu Dong, Fanke Qi, Yongbo Ni, Ye Tao, Lingyun Sun, Guanyun Wang","In the realm of digital fabrication, skeletal structures offer lightweight, cost-effective solutions for art installation, rapid fabrication, and large-scale construction. However, existing 3D printing methods for skeletal structures often require support structures, resulting in prolonged print time and excessive material consumption. This paper presents Touch-n-Curl, a design and construction system for rapidly prototyping 3D skeletal curved structures, covering scales from millimeters to meters, by printing 2D zipper assemblies with interlocking mechanisms using conventional 3D printers. This design process is made possible by a computational method that unrolls a 3D model into a 2D branch assembly while minimizing branch intersections, making the fabrication process both efficient and robust. A parametric design tool is developed to support this inverse design workflow, instantly generating 2D zippers and offering a preview of the 3D skeletal assembly. To ensure users can effectively utilize the system, we implement methods such as edge disjoining and tree rectification to accommodate closed mesh imports in addition to opened trees at a wide range of complexity measured by curvature and torsion. The result of this integrated and accessible workflow is evaluated in fabrication speed, mechanical strength, and shape-matching accuracy, and its versatility is showcased through a series of demonstrations."
UIST,2025,2. Interacting in the Real World,Talking Spell: A Wearable System Enabling Real-Time Anthropomorphic Voice Interaction with Everyday Objects,doi.org/10.1145/3746059.3747617,"Xuetong WANG, Ching Christie PANG, Pan Hui","Virtual assistants (VAs) have become ubiquitous in daily life, integrated into smartphones and smart devices, sparking interest in AI companions that enhance user experiences and foster emotional connections. However, existing companions are often embedded in specific objects—such as glasses, home assistants, or dolls—requiring users to form emotional bonds with unfamiliar items, which can lead to reduced engagement and feelings of detachment. To address this, we introduce Talking Spell, a wearable system that empowers users to imbue any everyday object with speech and anthropomorphic personas through a user-centric radiative network. Leveraging advanced computer vision (e.g., YOLOv11 for object detection), large vision-language models (e.g., QWEN-VL for persona generation), speech-to-text and text-to-speech technologies, Talking Spell guides users through three stages of emotional connection: acquaintance, familiarization, and bonding. We validated our system through a user study involving 12 participants, utilizing Talking Spell to explore four interaction intentions: entertainment, companionship, utility, and creativity. The results demonstrate its effectiveness in fostering meaningful interactions and emotional significance with everyday objects. Our findings indicate that Talking Spell creates engaging and personalized experiences, as demonstrated through various devices, ranging from accessories to essential wearables."
UIST,2025,4. Addressing Cognitive Load,TalkLess: Blending Extractive and Abstractive Speech Summarization for Editing Speech to Preserve Content and Style,doi.org/10.1145/3746059.3747795,"Karim Benharrak, Puyuan Peng, Amy Pavel","Millions of people listen to podcasts, audio stories, and lectures, but editing speech remains tedious and time-consuming. Creators remove unnecessary words, cut tangential discussions, and even re-record speech to make recordings concise and engaging. Prior work automatically summarized speech by removing full sentences (extraction), but rigid extraction limits expressivity. AI tools can summarize then re-synthesize speech (abstraction), but abstraction strips the speaker’s style. We present TalkLess, a system that flexibly combines extraction and abstraction to condense speech while preserving its content and style. To edit speech, TalkLess first generates possible transcript edits, selects edits to maximize compression, coverage, and audio quality, then uses a speech editing model to translate transcript edits into audio edits. TalkLess’s interface provides creators control over automated edits by separating low-level wording edits (via the compression pane) from major content edits (via the outline pane). TalkLess achieves higher coverage and removes more speech errors than a state-of-the-art extractive approach. A comparison study (N=12) showed that TalkLess significantly decreased cognitive load and editing effort in speech editing. We further demonstrate TalkLess’s potential in an exploratory study (N=3) where creators edited their own speech."
